,food items,Allergy,Avg Serving Size,Calories,Category,Carbs,Total Fat,Saturated Fat,Protein,Fiber,Cholesterol,Sodium,Sugar,Potassium,Magnesium,Phosphorus,Vitamin C,Vitamin A,Calcium,Iron,Zinc,Vitamin E,Vitamin K,Serving_Size_Grams,Calories_per_100g,Carbs_per_100g,Total Fat_per_100g,Saturated Fat_per_100g,Protein_per_100g,Fiber_per_100g,Cholesterol_per_100g,Sodium_per_100g,Sugar_per_100g,Potassium_per_100g,Magnesium_per_100g,Phosphorus_per_100g,Vitamin C_per_100g,Vitamin A_per_100g,Calcium_per_100g,Iron_per_100g,Zinc_per_100g,Vitamin E_per_100g,Vitamin K_per_100g
576,Egg salad,No allergy,100.0,145.0,Non-veg Salads,2.2,12.3,3.3,7.5,0.0,371.0,347.0,1.4,126.0,12.0,102.0,1.9,496.0,53.0,1.2,1.3,1.1,1.0,100.0,145.0,2.2,12.3,3.3000000000000003,7.5,0.0,371.0,347.0,1.4,126.0,12.0,102.0,1.9,496.0,53.0,1.2,1.3,1.1,1.0
577,Falafel salad,No allergy,100.0,333.0,Non-veg Salads,38.4,14.8,1.8,14.9,8.7,0.0,745.0,2.8,541.0,85.0,265.0,1.7,0.0,70.0,3.2,2.3,0.3,47.0,100.0,333.0,38.4,14.800000000000002,1.8000000000000003,14.899999999999999,8.7,0.0,745.0,2.8,541.0,85.0,265.0,1.7000000000000002,0.0,70.0,3.2,2.3,0.3,47.0
578,Fruit salad,No allergy,100.0,57.0,Salads,14.1,0.2,0.0,0.6,1.4,0.0,2.0,11.2,113.0,8.0,12.0,16.4,25.0,7.0,0.3,0.1,0.6,4.9,100.0,56.99999999999999,14.099999999999998,0.2,0.0,0.6,1.4,0.0,2.0,11.2,112.99999999999999,8.0,12.0,16.4,25.0,7.000000000000001,0.3,0.1,0.6,4.9
579,Grilled vegetable salad,No allergy,127.0,78.74,Salads,13.716,3.048,0.508,3.175,4.318,0.0,24.13,6.985,429.26,33.02,60.96,26.67,1781.81,39.37,0.762,0.508,1.7526,28.575,127.0,62.0,10.8,2.4,0.4,2.5,3.3999999999999995,0.0,19.0,5.5,338.0,26.0,48.0,21.000000000000004,1403.0,31.0,0.6,0.4,1.38,22.5
580,Israeli salad,No allergy,240.0,112.8,Salads,24.0,0.72,0.24,4.8,7.2,0.0,43.2,11.76,782.4,43.2,134.4,72.0,2520.0,57.6,2.16,0.96,1.368,13.2,240.0,47.0,10.0,0.3,0.1,2.0,3.0000000000000004,0.0,18.000000000000004,4.9,326.0,18.000000000000004,56.00000000000001,30.0,1050.0,24.000000000000004,0.9000000000000001,0.4,0.5700000000000001,5.5
581,Kale salad,No allergy,67.0,32.83,Salads,6.03,0.737,0.134,2.211,1.742,0.0,19.43,1.474,328.97,14.07,36.85,80.4,456.27,10.05,1.005,0.603,0.6901,260.63,67.0,49.0,9.000000000000002,1.0999999999999999,0.2,3.2999999999999994,2.6,0.0,28.999999999999996,2.1999999999999997,491.0,21.0,55.00000000000001,120.00000000000001,681.0,15.000000000000002,1.4999999999999998,0.8999999999999999,1.03,389.0
582,Lentil salad,No allergy,198.0,425.7,Salads,63.36,11.088,1.188,23.76,31.68,0.0,590.04,8.712,1447.38,138.6,453.42,7.92,27.72,7.92,6.534,4.95,0.9702,14.256,198.0,215.0,32.0,5.6,0.6,12.000000000000002,16.0,0.0,298.0,4.3999999999999995,731.0,70.0,229.0,4.0,13.999999999999998,4.0,3.3000000000000003,2.5,0.49,7.199999999999999
583,Mediterranean salad,No allergy,140.0,210.0,Salads,12.6,16.8,2.8,5.6,2.8,14.0,686.0,5.6,294.0,44.8,106.4,42.0,210.0,1.26,1.26,1.68,14.28,125.58,140.0,150.0,9.0,12.000000000000002,2.0,4.0,2.0,10.0,490.00000000000006,4.0,210.0,32.0,76.0,30.0,150.0,0.8999999999999999,0.8999999999999999,1.2,10.2,89.7
584,Nicoise salad,No allergy,329.0,1036.35,Non-veg Salads,32.9,72.38,11.515,72.38,11.844,690.9,2023.35,9.541,2309.58,282.94,954.1,55.93,723.8,10.528,8.554,18.424,149.695,147.392,329.0,315.0,10.0,21.999999999999996,3.5000000000000004,21.999999999999996,3.5999999999999996,210.0,615.0,2.9000000000000004,702.0,86.0,290.0,17.0,219.99999999999997,3.2,2.6,5.6000000000000005,45.49999999999999,44.800000000000004
585,Panzanella salad,No allergy,200.0,204.0,Salads,36.0,4.8,0.8,7.0,3.2,0.0,478.0,6.6,460.0,32.0,104.0,32.0,10000.0,84.0,2.4,0.8,1.4,12.6,200.0,102.0,18.0,2.4,0.4,3.5000000000000004,1.6,0.0,239.0,3.3000000000000003,229.99999999999997,16.0,52.0,16.0,5000.0,42.0,1.2,0.4,0.7,6.3
586,Quinoa salad,No allergy,200.0,222.0,Salads,36.0,4.2,0.4,8.0,5.6,0.0,14.0,1.4,344.0,128.0,304.0,0.0,0.0,62.0,3.0,2.4,4.8,1.6,200.0,111.00000000000001,18.0,2.1,0.2,4.0,2.8,0.0,7.000000000000001,0.7,172.0,64.0,152.0,0.0,0.0,31.0,1.5,1.2,2.4,0.8
587,Roasted beet salad,No allergy,200.0,160.0,Salads,22.0,7.0,1.0,3.6,6.6,0.0,442.0,18.2,650.0,62.0,66.0,14.0,66.0,0.0,2.4,0.6,0.2,0.4,200.0,80.0,11.0,3.5000000000000004,0.5,1.8000000000000003,3.3000000000000003,0.0,221.0,9.1,325.0,31.0,33.0,7.000000000000001,33.0,0.0,1.2,0.3,0.1,0.2
588,Spinach salad,No allergy,200.0,52.0,Salads,3.2,0.8,0.2,5.8,2.0,0.0,158.0,0.8,1116.0,158.0,98.0,56.0,11250.0,272.0,1.8,1.2,0.8,965.8,200.0,26.0,1.6,0.4,0.1,2.9,1.0,0.0,79.0,0.4,558.0,79.0,49.0,28.000000000000004,5625.0,136.0,0.9000000000000001,0.6,0.4,482.9
589,Steak salad,No allergy,100.0,147.0,Non-veg Salads,4.4,8.4,2.9,15.9,1.6,47.0,207.0,2.2,333.0,22.0,216.0,0.0,15.0,27.0,2.1,3.3,0.6,1.5,100.0,147.0,4.4,8.4,2.9,15.9,1.6,47.0,206.99999999999997,2.2,333.0,22.0,216.0,0.0,15.0,27.0,2.1,3.3000000000000003,0.6,1.5
590,Tabouli salad,No allergy,100.0,78.0,Salads,15.2,0.7,0.1,3.0,4.0,0.0,28.0,1.1,389.0,21.0,66.0,30.0,264.0,34.0,1.4,0.8,0.7,0.9,100.0,78.0,15.2,0.7,0.1,3.0,4.0,0.0,28.000000000000004,1.1,389.0,21.0,66.0,30.0,264.0,34.0,1.4,0.8,0.7,0.9000000000000001
591,Waldorf chicken salad,No allergy,100.0,134.0,Non-veg Salads,11.0,7.1,1.2,7.9,1.2,24.0,114.0,7.3,193.0,20.0,127.0,1.5,132.0,46.0,1.1,1.0,0.9,1.8,100.0,134.0,11.0,7.1,1.2,7.9,1.2,24.0,113.99999999999999,7.3,193.0,20.0,127.0,1.5,132.0,46.0,1.1,1.0,0.9000000000000001,1.8000000000000003
592,Asian coleslaw,No allergy,100.0,114.0,Salads,10.2,6.8,0.6,2.2,2.7,0.0,229.0,7.6,219.0,25.0,39.0,35.0,4.0,37.0,0.8,1.0,0.5,1.2,100.0,113.99999999999999,10.2,6.800000000000001,0.6,2.2,2.7,0.0,229.0,7.6,219.0,25.0,39.0,35.0,4.0,37.0,0.8,1.0,0.5,1.2
593,Avocado and cucumber salad,No allergy,100.0,70.0,Salads,4.5,6.2,1.1,1.3,2.8,0.0,25.0,1.4,325.0,24.0,28.0,3.2,53.0,12.0,0.4,0.4,2.6,21.0,100.0,70.0,4.5,6.2,1.1,1.3,2.8,0.0,25.0,1.4,325.0,24.0,28.000000000000004,3.2,53.0,12.0,0.4,0.4,2.6,21.0
594,Bacon ranch potato salad,No allergy,100.0,143.0,Non-veg Salads,16.0,8.4,2.1,2.8,1.3,16.0,369.0,1.3,245.0,18.0,46.0,1.3,38.0,9.0,0.6,0.5,0.3,0.5,100.0,143.0,16.0,8.4,2.1,2.8,1.3,16.0,369.0,1.3,245.00000000000003,18.0,46.0,1.3,38.0,9.0,0.6,0.5,0.3,0.5
595,Barley and roasted vegetable salad,No allergy,100.0,109.0,Salads,18.0,2.7,0.5,2.9,5.5,0.0,8.0,4.6,191.0,31.0,71.0,6.4,268.0,17.0,1.3,0.4,0.5,2.0,100.0,109.00000000000001,18.0,2.7,0.5,2.9,5.5,0.0,8.0,4.6,191.0,31.0,71.0,6.4,268.0,17.0,1.3,0.4,0.5,2.0
596,Beet and goat cheese salad,No allergy,100.0,133.0,Non-veg Salads,10.0,9.9,4.5,4.6,1.8,17.0,321.0,7.6,325.0,31.0,94.0,2.8,160.0,83.0,0.9,0.3,1.1,0.2,100.0,133.0,10.0,9.9,4.5,4.6,1.8000000000000003,17.0,321.0,7.6,325.0,31.0,94.0,2.8,160.0,83.0,0.9000000000000001,0.3,1.1,0.2
597,Buffalo chicken salad,No allergy,100.0,141.0,Non-veg Salads,1.5,9.9,2.2,12.0,0.6,34.0,423.0,0.8,264.0,21.0,152.0,0.0,61.0,9.0,0.7,1.3,0.3,0.1,100.0,141.0,1.5,9.9,2.2,12.0,0.6,34.0,423.00000000000006,0.8,264.0,21.0,152.0,0.0,61.0,9.0,0.7,1.3,0.3,0.1
598,Caesar salad with shrimp,No allergy,100.0,166.0,Non-veg Salads,7.4,11.0,2.4,10.0,1.2,68.0,499.0,1.6,147.0,22.0,177.0,6.0,16.0,1.3,1.2,0.3,0.9,82.6,100.0,166.0,7.400000000000001,11.0,2.4,10.0,1.2,68.0,499.0,1.6,147.0,22.0,177.0,6.0,16.0,1.3,1.2,0.3,0.9000000000000001,82.6
599,Chickpea and feta salad,No allergy,100.0,158.0,Non-veg Salads,14.0,10.0,2.4,6.4,3.3,12.0,275.0,2.8,256.0,47.0,174.0,29.0,62.0,2.2,2.5,0.9,1.8,184.3,100.0,158.0,14.000000000000002,10.0,2.4,6.4,3.3000000000000003,12.0,275.0,2.8,256.0,47.0,174.0,28.999999999999996,62.0,2.2,2.5,0.9000000000000001,1.8000000000000003,184.3
600,Chinese chicken salad,No allergy,100.0,183.0,Non-veg Salads,8.6,11.0,1.9,15.0,2.1,53.0,356.0,2.7,244.0,43.0,64.0,4.0,214.0,3.4,1.6,0.8,3.3,62.3,100.0,183.0,8.6,11.0,1.9,15.0,2.1,53.0,356.0,2.7,244.0,43.0,64.0,4.0,214.0,3.4000000000000004,1.6,0.8,3.3000000000000003,62.3
601,Citrus avocado salad,No allergy,100.0,142.0,Salads,9.6,12.0,2.2,2.5,6.2,0.0,233.0,5.1,323.0,39.0,50.0,46.0,30.0,1.5,1.4,2.1,21.0,37.5,100.0,142.0,9.6,12.0,2.2,2.5,6.2,0.0,233.0,5.1,323.0,39.0,50.0,46.0,30.0,1.5,1.4,2.1,21.0,37.5
602,Couscous salad,No allergy,100.0,131.0,Salads,17.0,4.5,0.6,3.4,1.4,0.0,152.0,2.2,191.0,23.0,61.0,0.3,4.0,0.6,0.8,0.4,5.5,8.8,100.0,131.0,17.0,4.5,0.6,3.4000000000000004,1.4,0.0,152.0,2.2,191.0,23.0,61.0,0.3,4.0,0.6,0.8,0.4,5.5,8.8
603,Cranberry and walnut salad,No allergy,100.0,173.0,Salads,18.0,11.0,1.2,3.2,2.2,0.0,43.0,13.0,250.0,56.0,62.0,3.0,3.0,1.0,1.3,0.8,1.8,36.5,100.0,173.0,18.0,11.0,1.2,3.2,2.2,0.0,43.0,13.0,250.0,56.00000000000001,62.0,3.0,3.0,1.0,1.3,0.8,1.8000000000000003,36.5
604,Curried chicken salad,No allergy,100.0,132.0,Non-veg Salads,3.1,8.5,2.5,11.4,0.9,35.2,160.0,2.3,285.0,26.0,178.0,1.6,254.0,47.0,2.2,1.6,0.7,1.1,100.0,132.0,3.1,8.5,2.5,11.4,0.9000000000000001,35.2,160.0,2.3,285.0,26.0,178.0,1.6,254.0,47.0,2.2,1.6,0.7,1.1
605,Grilled corn salad,No allergy,100.0,132.0,Salads,16.8,7.1,1.2,3.8,2.3,3.3,15.0,4.4,271.0,37.0,89.0,9.4,189.0,8.0,0.9,0.7,1.1,2.9,100.0,132.0,16.8,7.1,1.2,3.8,2.3,3.3000000000000003,15.0,4.4,271.0,37.0,89.0,9.4,189.0,8.0,0.9000000000000001,0.7,1.1,2.9
606,Grilled peach and chicken salad,No allergy,100.0,130.0,Non-veg Salads,6.5,5.5,1.5,14.0,1.8,45.0,160.0,3.8,240.0,36.0,173.0,8.2,390.0,52.0,1.8,1.4,1.4,4.0,100.0,130.0,6.5,5.5,1.5,14.000000000000002,1.8000000000000003,45.0,160.0,3.8,240.0,36.0,173.0,8.2,390.0,52.0,1.8000000000000003,1.4,1.4,4.0
607,Grilled shrimp and vegetable salad,No allergy,100.0,89.0,Non-veg Salads,4.2,2.1,0.3,9.3,1.0,80.0,262.0,1.8,266.0,26.0,121.0,8.7,540.0,80.0,1.8,1.1,1.4,4.4,100.0,89.0,4.2,2.1,0.3,9.3,1.0,80.0,262.0,1.8000000000000003,266.0,26.0,121.0,8.7,540.0,80.0,1.8000000000000003,1.1,1.4,4.4
608,Italian pasta salad,No allergy,100.0,211.0,Salads,22.0,11.1,2.2,7.0,1.7,15.0,426.0,3.3,112.0,66.0,111.0,11.0,667.0,123.0,2.2,0.9,2.0,1.0,100.0,211.0,22.0,11.1,2.2,7.000000000000001,1.7000000000000002,15.0,426.0,3.3000000000000003,112.00000000000001,66.0,111.00000000000001,11.0,667.0,123.0,2.2,0.9000000000000001,2.0,1.0
609,Kale and quinoa salad,No allergy,100.0,110.0,Salads,17.0,3.5,0.5,4.5,2.5,0.0,186.0,3.5,354.0,70.0,92.0,120.0,5000.0,150.0,1.4,1.8,0.7,500.0,100.0,110.00000000000001,17.0,3.5000000000000004,0.5,4.5,2.5,0.0,186.0,3.5000000000000004,354.0,70.0,92.0,120.0,5000.0,150.0,1.4,1.8000000000000003,0.7,500.0
610,Mango and black bean salad,No allergy,100.0,121.0,Salads,18.0,4.0,0.5,4.5,4.0,0.0,128.0,8.3,411.0,72.0,97.0,27.0,218.0,30.0,1.0,1.4,1.1,35.0,100.0,121.0,18.0,4.0,0.5,4.5,4.0,0.0,128.0,8.3,411.00000000000006,72.0,97.0,27.0,218.00000000000003,30.0,1.0,1.4,1.1,35.0
611,Melon and prosciutto salad,No allergy,100.0,128.0,Non-veg Salads,8.0,6.9,3.3,10.0,0.6,36.0,900.0,6.9,168.0,25.0,177.0,36.0,1800.0,100.0,1.1,1.0,0.6,2.0,100.0,128.0,8.0,6.9,3.3000000000000003,10.0,0.6,36.0,900.0,6.9,168.0,25.0,177.0,36.0,1800.0,100.0,1.1,1.0,0.6,2.0
612,Moroccan chickpea salad,No allergy,240.0,364.8,Salads,52.32,13.44,1.44,15.36,15.36,0.0,1108.8,9.84,972.0,144.0,304.8,18.0,247.2,177.6,6.0,3.6,1.44,23.04,240.0,152.0,21.8,5.6000000000000005,0.6,6.4,6.4,0.0,462.0,4.1000000000000005,405.0,60.0,127.0,7.5,103.0,74.0,2.5,1.5000000000000002,0.6,9.6
613,Orange and fennel salad,No allergy,120.0,72.0,Salads,12.72,2.64,0.36,1.44,3.12,0.0,72.0,7.56,255.6,19.2,36.0,112.68,144.0,60.0,0.96,0.48,0.6,33.12,120.0,60.0,10.600000000000001,2.2,0.3,1.2,2.6,0.0,60.0,6.3,213.0,16.0,30.0,93.9,120.0,50.0,0.8,0.4,0.5,27.599999999999998
614,Peach and burrata salad,No allergy,175.0,231.0,Salads,17.325,15.925,9.8,10.85,2.275,59.5,777.0,11.725,500.5,64.75,210.0,19.775,857.5,239.75,2.1,1.05,1.925,13.3,175.0,132.0,9.899999999999999,9.1,5.6000000000000005,6.2,1.3,34.0,444.00000000000006,6.7,286.0,37.0,120.0,11.299999999999999,490.00000000000006,137.0,1.2,0.6,1.1,7.6
615,Pesto pasta salad,No allergy,150.0,300.0,Salads,49.95,10.8,2.55,10.65,4.95,10.5,298.5,2.55,277.5,64.5,187.5,6.6,225.0,52.5,3.3,1.8,1.8,15.45,150.0,200.0,33.300000000000004,7.200000000000001,1.6999999999999997,7.1000000000000005,3.3000000000000003,7.000000000000001,199.0,1.6999999999999997,185.0,43.0,125.0,4.3999999999999995,150.0,35.0,2.1999999999999997,1.2,1.2,10.299999999999999
616,Rainbow salad,No allergy,100.0,112.0,Salads,12.5,5.1,0.9,3.5,3.5,0.0,31.0,5.0,351.0,21.0,76.0,57.0,1800.0,85.0,1.7,0.6,0.9,129.0,100.0,112.00000000000001,12.5,5.1,0.9000000000000001,3.5000000000000004,3.5000000000000004,0.0,31.0,5.0,351.0,21.0,76.0,56.99999999999999,1800.0,85.0,1.7000000000000002,0.6,0.9000000000000001,129.0
617,Red potato salad with dill,No allergy,100.0,121.0,Salads,13.8,5.5,1.1,2.5,1.4,5.0,307.0,1.0,321.0,24.0,54.0,10.0,50.0,30.0,0.7,0.4,0.8,0.0,100.0,121.0,13.8,5.5,1.1,2.5,1.4,5.0,307.0,1.0,321.0,24.0,54.0,10.0,50.0,30.0,0.7,0.4,0.8,0.0
618,Roasted sweet potato and kale salad,No allergy,100.0,95.0,Salads,13.1,3.6,0.5,2.7,2.7,0.0,30.0,3.6,387.0,36.0,47.0,120.0,191.0,47.0,1.3,0.6,1.2,681.0,100.0,95.0,13.100000000000001,3.6000000000000005,0.5,2.7,2.7,0.0,30.0,3.6000000000000005,387.0,36.0,47.0,120.0,191.0,47.0,1.3,0.6,1.2,681.0
619,Salmon Nicoise salad,No allergy,100.0,138.0,Non-veg Salads,7.3,10.7,1.8,6.6,1.0,46.0,380.0,2.2,333.0,65.0,139.0,2.0,139.0,39.0,1.6,0.8,1.3,25.0,100.0,138.0,7.3,10.7,1.8000000000000003,6.6000000000000005,1.0,46.0,380.0,2.2,333.0,65.0,139.0,2.0,139.0,39.0,1.6,0.8,1.3,25.0
620,Shrimp and avocado salad,No allergy,150.0,270.0,Non-veg Salads,15.0,15.0,3.0,25.5,9.0,195.0,630.0,1.5,720.0,75.0,300.0,15.0,600.0,120.0,2.25,2.25,3.75,37.5,150.0,180.0,10.0,10.0,2.0,17.0,6.0,130.0,420.0,1.0,480.0,50.0,200.0,10.0,400.0,80.0,1.5,1.5,2.5,25.0
621,Southwestern black bean salad,No allergy,150.0,195.0,Salads,30.0,7.5,1.5,10.5,9.0,0.0,525.0,4.5,600.0,67.5,225.0,15.0,300.0,75.0,3.0,3.75,3.75,37.5,150.0,130.0,20.0,5.0,1.0,7.000000000000001,6.0,0.0,350.0,3.0,400.0,45.0,150.0,10.0,200.0,50.0,2.0,2.5,2.5,25.0
622,Spicy Thai beef salad,No allergy,150.0,315.0,Non-veg Salads,22.5,16.5,3.0,25.5,3.0,75.0,705.0,4.5,675.0,60.0,375.0,22.5,300.0,60.0,3.75,4.5,3.75,75.0,150.0,210.0,15.0,11.0,2.0,17.0,2.0,50.0,470.0,3.0,450.0,40.0,250.0,15.0,200.0,40.0,2.5,3.0,2.5,50.0
623,Strawberry and goat cheese salad,No allergy,150.0,225.0,Salads,15.0,10.5,6.0,9.0,4.5,30.0,330.0,9.0,330.0,37.5,150.0,45.0,450.0,120.0,3.0,2.25,3.75,120.0,150.0,150.0,10.0,7.000000000000001,4.0,6.0,3.0,20.0,220.00000000000003,6.0,220.00000000000003,25.0,100.0,30.0,300.0,80.0,2.0,1.5,2.5,80.0
624,Summer corn salad,No allergy,150.0,195.0,Salads,22.5,9.0,1.5,6.0,3.0,0.0,15.0,9.0,345.0,37.5,150.0,6.0,300.0,30.0,0.75,0.75,1.5,3.0,150.0,130.0,15.0,6.0,1.0,4.0,2.0,0.0,10.0,6.0,229.99999999999997,25.0,100.0,4.0,200.0,20.0,0.5,0.5,1.0,2.0
625,Tomato and mozzarella salad,No allergy,150.0,240.0,Salads,7.5,18.0,10.5,13.5,1.5,60.0,600.0,4.5,150.0,45.0,300.0,45.0,1200.0,120.0,0.75,0.75,1.5,7.5,150.0,160.0,5.0,12.0,7.000000000000001,9.0,1.0,40.0,400.0,3.0,100.0,30.0,200.0,30.0,800.0,80.0,0.5,0.5,1.0,5.0
626,Watermelon and feta salad,No allergy,250.0,127.5,Salads,25.0,2.0,1.0,6.0,3.0,11.0,305.0,21.0,480.0,45.0,90.0,31.25,1440.0,257.5,1.75,2.0,0.25,0.25,250.0,51.0,10.0,0.8,0.4,2.4,1.2,4.3999999999999995,122.0,8.4,192.0,18.0,36.0,12.5,576.0,103.0,0.7000000000000001,0.8,0.1,0.1
627,Chicken noodle soup,No allergy,240.0,148.8,Non-veg Soup,13.2,5.04,1.44,10.56,1.44,28.8,1946.4,3.6,168.0,19.2,117.6,3.6,144.0,24.0,1.44,0.72,0.48,6.72,240.0,62.0,5.5,2.1,0.6,4.4,0.6,12.000000000000002,811.0000000000001,1.5000000000000002,70.0,8.0,49.0,1.5000000000000002,60.0,10.0,0.6,0.3,0.2,2.8000000000000003
628,Tomato soup,No allergy,245.0,173.95,Soup,27.685,4.165,0.735,7.35,3.675,0.0,1183.35,17.64,1014.3,26.95,93.1,57.82,2040.85,56.35,0.98,0.735,0.98,19.355,245.0,71.0,11.299999999999999,1.7000000000000002,0.3,3.0,1.5,0.0,483.0,7.200000000000001,413.99999999999994,11.0,38.0,23.599999999999998,833.0,23.0,0.4,0.3,0.4,7.9
629,French onion soup,No allergy,220.0,378.4,Non-veg Soup,37.4,19.8,9.9,15.4,4.4,41.8,2648.8,11.0,743.6,39.6,305.8,9.68,235.4,374.0,3.08,1.32,0.44,6.16,220.0,172.0,17.0,9.0,4.5,7.000000000000001,2.0,18.999999999999996,1204.0,5.0,338.0,18.0,139.0,4.3999999999999995,107.0,170.0,1.4000000000000001,0.6,0.2,2.8000000000000003
630,Minestrone soup,No allergy,244.0,131.76,Soup,24.644,1.464,0.244,6.1,6.344,0.0,995.52,7.564,578.28,21.96,80.52,8.784,5895.04,82.96,1.952,1.22,0.732,6.344,244.0,53.99999999999999,10.1,0.6,0.1,2.5,2.6,0.0,408.0,3.1,237.0,9.0,32.99999999999999,3.6000000000000005,2416.0,34.0,0.8,0.5,0.3,2.6
631,Potato soup,No allergy,245.0,387.1,Soup,40.67,17.64,10.045,10.045,3.92,51.45,1330.35,4.41,1342.6,49.0,245.0,19.355,1073.1,144.55,3.185,0.735,0.735,8.085,245.0,158.0,16.6,7.200000000000001,4.1000000000000005,4.1000000000000005,1.6,21.000000000000004,543.0,1.8000000000000003,548.0,20.0,100.0,7.9,438.0,59.00000000000001,1.3,0.3,0.3,3.3000000000000003
632,Vegetable soup,No allergy,245.0,183.75,Soup,32.83,3.43,0.735,9.8,8.085,0.0,1470.0,9.065,1176.0,56.35,159.25,30.87,1506.75,137.2,1.96,2.695,1.47,25.97,245.0,75.0,13.399999999999999,1.4000000000000001,0.3,4.0,3.3000000000000003,0.0,600.0,3.6999999999999997,480.0,23.0,65.0,12.6,615.0,55.99999999999999,0.8,1.0999999999999999,0.6,10.6
633,Lentil soup,No allergy,198.0,350.46,Soup,60.39,2.178,0.396,24.552,15.642,0.0,689.04,4.356,730.62,93.06,360.36,15.444,178.2,47.52,6.534,4.95,2.574,15.048,198.0,176.99999999999997,30.5,1.0999999999999999,0.2,12.4,7.9,0.0,348.0,2.1999999999999997,369.0,47.0,182.0,7.8,89.99999999999999,24.000000000000004,3.3000000000000003,2.5,1.3,7.6
634,Split pea soup,No allergy,245.0,565.95,Soup,91.875,2.94,0.49,40.425,39.935,0.0,2467.15,9.555,1220.1,147.0,774.2,8.085,2775.85,53.9,5.39,6.125,0.49,39.2,245.0,231.0,37.5,1.2,0.2,16.499999999999996,16.3,0.0,1007.0,3.9,497.99999999999994,60.0,316.0,3.3000000000000003,1133.0,22.0,2.1999999999999997,2.5,0.2,16.0
635,Butternut squash soup,No allergy,245.0,203.35,Soup,42.63,0.735,0.245,4.165,7.35,0.0,1114.75,10.045,1425.9,53.9,117.6,42.63,10037.65,205.8,1.47,2.205,2.94,2.695,245.0,83.0,17.400000000000002,0.3,0.1,1.7000000000000002,3.0,0.0,455.0,4.1000000000000005,582.0,22.0,48.0,17.400000000000002,4097.0,84.00000000000001,0.6,0.9000000000000001,1.2,1.0999999999999999
636,Beef stew soup,No allergy,245.0,526.75,Non-veg Soup,28.42,27.685,9.555,38.22,3.92,151.9,1722.35,8.33,1337.7,53.9,597.8,11.515,362.6,39.2,6.125,6.125,0.49,6.125,245.0,215.0,11.600000000000001,11.299999999999999,3.9,15.6,1.6,62.0,702.9999999999999,3.4000000000000004,546.0,22.0,244.0,4.7,148.0,16.0,2.5,2.5,0.2,2.5
637,Gazpacho soup,No allergy,240.0,48.0,Soup,9.36,0.72,0.24,1.92,1.92,0.0,998.4,6.24,489.6,21.6,74.4,29.52,751.2,36.0,0.72,0.72,0.48,5.28,240.0,20.0,3.9,0.3,0.1,0.8,0.8,0.0,416.0,2.6,204.0,9.000000000000002,31.0,12.3,313.00000000000006,15.0,0.3,0.3,0.2,2.2
638,Clam chowder soup,No allergy,245.0,399.34,Non-veg Soup,15.19,25.725,13.965,23.275,1.225,102.9,2165.8,6.615,585.55,53.9,421.4,18.62,546.35,227.85,5.88,5.88,0.49,12.005,245.0,162.99591836734692,6.2,10.500000000000002,5.7,9.5,0.5,42.00000000000001,884.0,2.7,238.99999999999997,22.0,172.0,7.6,223.0,93.0,2.4,2.4,0.2,4.9
639,Corn chowder soup,No allergy,245.0,340.54,Soup,41.16,18.62,10.29,7.105,4.9,39.2,975.1,13.965,766.85,75.95,198.45,14.7,2352.0,144.55,2.94,1.715,1.47,3.92,245.0,138.99591836734695,16.799999999999997,7.6,4.199999999999999,2.9000000000000004,2.0,16.0,398.0,5.7,313.0,31.0,81.0,6.0,960.0,59.00000000000001,1.2,0.7000000000000001,0.6,1.6
640,Broccoli cheddar soup,No allergy,245.0,399.34,Soup,24.5,28.42,16.66,15.925,4.655,80.85,1521.45,3.675,634.55,53.9,225.4,110.25,3765.65,911.4,2.205,1.225,5.145,270.97,245.0,162.99591836734692,10.0,11.600000000000001,6.800000000000001,6.5,1.9,32.99999999999999,621.0,1.5,259.0,22.0,92.0,45.0,1537.0,372.0,0.9000000000000001,0.5,2.0999999999999996,110.60000000000001
641,Cream of mushroom soup,No allergy,245.0,227.85,Soup,22.54,13.965,8.085,4.165,2.695,29.4,945.7,5.39,828.1,31.85,161.7,1.96,7.35,39.2,1.715,1.225,0.49,5.39,245.0,93.0,9.2,5.7,3.3000000000000003,1.7000000000000002,1.0999999999999999,12.0,386.00000000000006,2.1999999999999997,338.0,13.0,65.99999999999999,0.8,3.0,16.0,0.7000000000000001,0.5,0.2,2.1999999999999997
642,Cream of tomato soup,No allergy,245.0,205.7,Soup,32.095,6.86,3.675,4.165,3.92,17.15,989.8,18.13,938.35,26.95,85.75,36.75,1102.5,154.35,5.39,0.49,2.695,50.96,245.0,83.95918367346938,13.100000000000001,2.8000000000000003,1.5,1.7000000000000002,1.6,6.999999999999999,404.0,7.3999999999999995,383.0,11.0,35.0,15.0,450.0,63.0,2.1999999999999997,0.2,1.0999999999999999,20.8
643,Fish chowder soup,No allergy,245.0,347.9,Non-veg Soup,33.32,17.15,10.535,15.68,3.43,117.6,867.3,5.145,1038.8,83.3,328.3,19.11,541.45,235.2,3.185,2.695,1.225,4.655,245.0,142.0,13.600000000000001,6.999999999999999,4.300000000000001,6.4,1.4000000000000001,48.0,354.0,2.0999999999999996,424.0,34.0,134.0,7.8,221.0,96.0,1.3,1.0999999999999999,0.5,1.9
